search,view,plan,budget,group_size,days_to_trip,price,book
1,1,0,1,5,10,27835,0
1,1,1,0,5,8,6924,0
1,0,0,1,3,21,25802,0
1,1,1,0,2,13,14863,0
1,1,1,0,2,22,26333,0
1,1,1,2,3,2,19963,1
1,1,1,1,5,18,10880,1
1,0,0,0,3,1,12114,0
1,1,1,1,2,4,25491,0
1,0,0,0,3,4,26051,0
1,1,0,1,2,11,29265,1
1,0,0,0,5,19,24812,0
1,1,1,0,4,12,12610,0
1,1,1,2,5,29,20343,0
1,1,1,0,2,23,23829,1
1,1,1,2,3,27,24107,1
1,1,1,1,3,8,17601,0
1,1,0,2,2,9,11167,0
1,1,1,1,5,12,21111,1
1,1,1,1,5,26,29275,1
1,1,1,0,5,20,12393,0
1,1,1,1,4,12,10411,1
1,0,0,0,5,16,14186,1
1,1,1,1,3,24,14050,1
1,1,1,0,3,23,25830,0
1,1,1,2,5,10,20384,0
1,1,1,0,3,27,5932,0
1,1,1,1,4,24,10318,1
1,1,1,0,2,15,20492,0
1,1,1,2,3,4,18810,0
1,1,1,2,2,14,19758,1
1,1,1,2,2,20,19053,1
1,1,1,1,4,5,26826,0
1,1,1,1,5,6,22331,0
1,1,1,1,3,22,26857,0
1,1,1,2,4,27,22187,0
1,1,0,0,2,15,29487,0
1,1,1,2,3,9,10632,0
1,1,1,0,5,21,17990,0
1,1,1,1,4,6,20062,1
1,1,0,1,4,29,6952,0
1,1,1,0,2,16,19704,1
1,1,0,0,3,2,17354,0
1,1,0,0,3,29,25415,0
1,1,1,1,3,4,7795,1
1,1,1,1,3,11,26133,1
1,1,1,0,3,3,24699,1
1,1,1,1,5,16,12656,1
1,1,0,1,4,3,18694,0
1,1,1,1,4,7,21580,0
1,0,0,2,3,28,15078,0
1,1,1,2,4,15,7209,1
1,1,1,2,5,11,24869,0
1,1,1,1,3,27,13043,1
1,1,1,1,4,9,21113,1
1,1,1,0,3,15,8836,1
1,1,1,0,3,23,22373,0
1,1,1,1,4,1,21667,0
1,1,0,1,4,16,8887,1
1,1,1,1,3,13,17469,0
1,1,1,2,2,11,29751,0
1,1,1,2,3,11,26223,0
1,0,0,1,5,14,13146,0
1,1,1,0,4,17,10198,1
1,0,0,1,4,21,21696,0
1,1,1,2,2,24,16401,0
1,1,1,1,5,3,8374,1
1,1,1,1,4,11,17655,1
1,1,1,1,4,20,9762,0
1,1,1,0,2,26,28602,0
1,1,1,1,2,24,22426,1
1,1,1,2,2,24,24279,0
1,0,0,0,3,15,12429,0
1,1,1,0,5,1,14156,0
1,1,1,2,4,18,17549,1
1,1,1,2,4,23,7298,1
1,1,1,1,5,10,14099,1
1,1,1,2,2,10,22411,0
1,1,0,2,2,21,20984,0
1,1,1,0,5,12,26074,1
1,1,1,1,5,21,6984,1
1,1,1,0,2,10,8552,0
1,1,1,0,2,24,16515,0
1,1,1,1,5,25,7578,1
1,1,1,2,2,4,7765,0
1,1,1,1,3,13,24483,0
1,1,1,1,4,30,17046,1
1,1,1,1,2,29,8170,1
1,1,1,2,3,27,11796,0
1,1,1,2,3,13,18353,0
1,1,0,2,4,20,8750,0
1,1,1,1,3,1,11738,1
1,1,1,0,3,30,28146,0
1,1,0,1,5,5,16351,0
1,1,0,0,5,10,5179,1
1,1,1,0,3,30,9673,0
1,1,1,2,5,29,14024,1
1,1,1,0,3,11,15178,0
1,1,1,1,3,19,14211,0
1,1,1,1,5,2,6060,1
1,1,1,0,3,7,13016,1
1,0,0,1,4,22,23607,1
1,1,1,0,3,3,22719,0
1,1,0,1,5,15,22240,1
1,1,1,2,3,15,25238,0
1,1,1,0,2,30,23683,0
1,1,1,0,2,1,21665,1
1,0,0,2,4,8,18848,0
1,1,1,2,5,15,9111,1
1,1,1,2,5,11,10774,0
1,1,1,1,3,19,18450,0
1,1,1,1,5,6,19198,1
1,1,0,0,4,6,22540,1
1,1,1,1,3,5,19487,0
1,1,1,2,3,1,23470,0
1,1,1,2,4,13,8510,1
1,1,0,1,2,29,17868,1
1,1,1,2,3,7,21007,0
1,1,1,0,2,12,12407,1
1,1,1,0,2,25,7358,0
1,1,0,2,3,4,18045,0
1,1,0,2,2,8,28939,0
1,1,0,0,2,8,15263,1
1,1,1,1,2,15,23130,0
1,1,0,1,5,19,28647,0
1,1,1,2,2,8,20614,0
1,1,1,1,5,4,10762,0
1,1,1,1,4,16,21054,1
1,1,0,1,2,6,29945,0
1,1,1,2,5,7,15435,0
1,1,1,0,5,27,15690,0
1,1,1,1,4,4,21913,1
1,1,1,2,4,3,17160,1
1,1,1,1,3,30,28030,1
1,1,1,1,2,26,24922,1
1,1,1,2,3,24,23173,1
1,1,1,0,4,2,10363,1
1,0,0,1,2,21,28167,0
1,1,1,2,3,4,17750,0
1,1,1,2,5,3,7611,1
1,1,1,0,4,7,10020,1
1,1,1,1,5,7,5382,1
1,1,1,2,5,26,19037,0
1,1,0,0,5,18,29134,0
1,1,0,0,4,13,17250,0
1,1,1,1,4,3,5600,1
1,1,1,1,5,1,15545,1
1,0,0,0,3,6,21707,0
1,1,1,0,5,4,23591,1
1,1,1,1,5,22,28998,0
1,1,1,0,2,5,17760,0
1,1,1,0,4,28,18325,1
1,0,0,2,4,16,10387,1
1,1,1,0,4,20,12694,0
1,1,0,0,5,16,8123,0
1,1,1,1,3,22,7052,1
1,1,1,0,3,11,5307,0
1,1,1,1,2,25,11188,1
1,1,1,0,4,24,12462,1
1,1,1,1,3,21,5368,1
1,0,0,0,4,20,28383,0
1,1,1,0,3,13,19596,1
1,1,0,2,4,8,17726,0
1,1,1,1,2,29,24735,1
1,1,1,2,4,20,5128,1
1,1,1,1,2,12,7285,1
1,1,0,1,4,15,29902,0
1,1,0,1,4,26,27247,0
1,1,1,0,3,21,5209,1
1,1,1,2,4,22,28997,0
1,1,0,2,4,11,21429,1
1,1,1,0,5,15,11343,1
1,1,1,1,5,21,7682,1
1,1,1,1,3,8,29167,0
1,1,1,2,5,9,20327,0
1,1,1,0,2,7,15768,1
1,1,1,2,3,7,18149,1
1,1,1,2,4,25,16810,1
1,1,1,0,3,8,18063,0
1,1,1,0,5,8,29251,1
